Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,,,,
J,"Zipkin, Elise F.; Leirness, Jeffery B.; Kinlan, Brian P.; O'Connell, Allan F.; Silverman, Emily D.",,,,"Leirness, Jeffery/GXA-0307-2022","Leirness, Jeffery/0000-0003-3604-2790; Kinlan, Brian/0000-0001-7736-1726; Zipkin, Elise/0000-0003-4155-6139",,,,,Fitting statistical distributions to sea duck count data: Implications for survey design and abundance estimation,,,,,,,,STATISTICAL METHODOLOGY,,,,17,,SI,,67,81,,,,10.1016/j.stamet.2012.10.002,,,,,,,Article,MAR 2014,2014,"Determining appropriate statistical distributions for modeling animal count data is important for accurate estimation of abundance, distribution, and trends. In the case of sea ducks along the U.S. Atlantic coast, managers want to estimate local and regional abundance to detect and track population declines, to define areas of high and low use, and to predict the impact of future habitat change on populations. In this paper, we used a modified marked point process to model survey data that recorded flock sizes of Common eiders, Long-tailed ducks, and Black, Surf, and White-winged scoters. The data come from an experimental aerial survey, conducted by the United States Fish & Wildlife Service (USFWS) Division of Migratory Bird Management, during which east-west transects were flown along the Atlantic Coast from Maine to Florida during the winters of 2009-2011. To model the number of flocks per transect (the points), we compared the fit of four statistical distributions (zero-inflated Poisson, zero-inflated geometric, zero-inflated negative binomial and negative binomial) to data on the number of species-specific sea duck flocks that were recorded for each transect flown. To model the flock sizes (the marks), we compared the fit of flock size data for each species to seven statistical distributions: positive Poisson, positive negative binomial, positive geometric, logarithmic, discretized lognormal, zeta and Yule-Simon. Akaike's Information Criterion and Vuong's closeness tests indicated that the negative binomial and discretized lognormal were the best distributions for all species for the points and marks, respectively. These findings have important implications for estimating sea duck-abundances as the discretized lognormal is a more skewed distribution than the Poisson and negative binomial, which are frequently used to model avian counts; the lognormal is also less heavy-tailed than the power law distributions (e.g., zeta and Yule-Simon), which are becoming increasingly popular for group size modeling. Choosing appropriate statistical distributions for modeling flock size data is fundamental to accurately estimating population summaries, determining required survey effort, and assessing and propagating uncertainty through decision-making processes. Published by Elsevier B.V.",,,,,,,,,22,0,0,0,17,0,27,,,1572-3127,1878-0954,,,,,,,,,,"USGS Patuxent Wildlife Res Ctr, Laurel, MD 20708 USAUSFWS Div Migratory Bird Management, Laurel, MD 20708 USAUniv Delaware, Dept Entomol & Wildlife Ecol, Newark, DE 19716 USANOAA, Natl Ctr Coastal Ocean Sci, Ctr Coastal Monitoring & Assessment, Biogeog Branch, Silver Spring, MD 20910 USAConsolidated Safety Serv Inc, Fairfax, VA 22030 USAUSGS Patuxent Wildlife Res Ctr, BARC East, Beltsville, MD 20705 USA",,,,2014-01-29,WOS:000329416300006,,,,,
J,"Marr, I. L.; Rosser, D. P.; Meneses, C. A.",,,,,,,,,,An air quality survey and emissions inventory at Aberdeen Harbour,,,,,,,,ATMOSPHERIC ENVIRONMENT,,,,41,30,,,6379,6395,,,,10.1016/j.atmosenv.2007.04.049,,,,,,,Article; Proceedings Paper,SEP 2007,2007,"A network of 10 stations, with passive sampling for VOCs (including benzene), NO2, and SO2, over 2-week periods, grab sampling for CO, and 48-h pumped sampling for PM10, was set up to make an air quality survey for 12 months around Aberdeen Harbour. Benzene, CO, SO2 and PM10 were always well below the AQS target values. However, NO2 frequently showed a pronounced gradient across the harbour reaching its highest concentrations at the city end, indicating that the road traffic was the principal source of the pollution. This was backed up by the predominance of aromatics in the VOCs in the city centre, derived from petrol engined vehicles, compared to the predominance of alkanes and alkenes around the docks, derived from diesel engined heavy trucks and possibly ships. Black carbon on the PM10 filters also showed a gradient with highest levels in the city centre. It is proposed that for such surveys in future, NO2 and black carbon would be the two most informative parameters.This emissions inventory has shown first, that trucks contribute very little to the total, and second, that the ro-ro ferries are the major contributors as they burn light fuel oil while the oil platform supply vessels burn low-sulphur marine gas oil with around 0.1% S. When the whole picture of the emissions from the city is considered, the emissions from the harbour constitute only a small part. (C) 2007 Elsevier Ltd. All rights reserved.",,,,,1st International Conference on Harbours and Air Quality1st International Conference on Harbours and Air Quality,"JUN 15-17, 2005JUN 15-17, 2005",Univ Genoa Dept Phys; Port Author Genoa; European Assoc Sci Air PollutUniv Genoa Dept Phys; Port Author Genoa; European Assoc Sci Air Pollut,"Genoa, ITALYGenoa, ITALY",25,3,0,0,10,0,27,,,1352-2310,,,,,,,,,,,"Univ Aberdeen, Dept Chem, Aberdeen AB24 3UE, Scotland",,,,2007-09-01,WOS:000250433600007,,,,,
J,"Jacobson, Eiren K.; Forney, Karin A.; Barlow, Jay",,,,"Barlow, Jay/D-3565-2019","Barlow, Jay/0000-0001-7862-855X",,,,,Using paired visual and passive acoustic surveys to estimate passive acoustic detection parameters for harbor porpoise abundance estimates,,,,,,,,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,,,,141,1,,,219,230,,,,10.1121/1.4973415,,,,,,,Article,JAN 2017,2017,"Passive acoustic monitoring is a promising approach for monitoring long-term trends in harbor porpoise (Phocoena phocoena) abundance. Before passive acoustic monitoring can be implemented to estimate harbor porpoise abundance, information about the detectability of harbor porpoise is needed to convert recorded numbers of echolocation clicks to harbor porpoise densities. In the present study, paired data from a grid of nine passive acoustic click detectors (C-PODs, Chelonia Ltd., United Kingdom) and three days of simultaneous aerial line-transect visual surveys were collected over a 370 km(2) study area. The focus of the study was estimating the effective detection area of the passive acoustic sensors, which was defined as the product of the sound production rate of individual animals and the area within which those sounds are detected by the passive acoustic sensors. Visually estimated porpoise densities were used as informative priors in a Bayesian model to solve for the effective detection area for individual harbor porpoises. This model-based approach resulted in a posterior distribution of the effective detection area of individual harbor porpoises consistent with previously published values. This technique is a viable alternative for estimating the effective detection area of passive acoustic sensors when other experimental approaches are not feasible.",,,,,,,,,5,0,0,0,4,0,6,,,0001-4966,1520-8524,,,,,,,,,,"Scripps Inst Oceanog, 9500 Gilman Dr, La Jolla, CA 92093 USANOAA, Natl Marine Fisheries Serv, Southwest Fisheries Sci Ctr, 110 Shaffer Rd, Santa Cruz, CA 95060 USANOAA, Natl Marine Fisheries Serv, Southwest Fisheries Sci Ctr, 8901 La Jolla Shores Dr, La Jolla, CA 92037 USA",,,,2017-03-31,WOS:000395308700036,28147607,,,,
J,"SCHULZBULL, DE; PETRICK, G; DUINKER, JC",,,,,,,,,,POLYCHLORINATED-BIPHENYLS IN NORTH-SEA WATER,,,,,,,,MARINE CHEMISTRY,,,,36,1-4,,,365,384,,,,10.1016/S0304-4203(09)90071-8,,,,,,,Article,DEC 1991,1991,"Thirty-one individual chlorobiphenyl congeners (CBs) were analysed in water from the North Sea. Single column gas chromatographic and multidimensional gas chromatographic techniques were used to separate the constituents of the complex mixtures. Characteristic concentrations of individual CBs in off-shore water were between < 0.05 and 2 pg dm-3, and up to 40 pg dm-3 in near-coastal waters. SIGMA-CB values in off-shore waters were two to three times higher than values measured in the open Atlantic. Most concentrations in suspended matter were below the limit of detection (0.05 pg dm-3 in 100 dm3 samples).The most toxic (non-ortho-Cl substituted) CBs and their ortho-chlorine substituted derivatives were also determined. The sum of their concentrations was two to four times smaller than that of the non- or less toxic CBs. High concentrations and different compositions of the CB mixtures were found in the region where oil platforms are located.The much lower concentration levels reported here compared with older data reflect the improved measures to avoid contamination during sampling and laboratory procedures, as well as the analysis of a large volume of sea water (at least 100 dm3 for off-shore waters).",,,,,,,,,41,1,0,0,3,0,43,,,0304-4203,1872-7581,,,,,,,,,,,,,,1991-12-01,WOS:A1991HB94900023,,,,,
J,"Michalik, Bianca; Brust, Vera; Hueppop, Ommo",,,,,,,,,,[REVIEW OF THE INTERNATIONAL SYMPOSIUM: offshore wind power and bird migration over the Sea.],,,,RUECKBLICK AUF INTERNATIONALE FACHTAGUNG: 'Offshore-Windkraft und Vogelzug ueber dem Meer'.,,,,Falke,,,,65,1,,,41,43,,,,,,,,,,,Article; Meeting,Jan 2018,2018,,,,,,,,,,0,0,0,0,0,0,0,,,0323-357X,,,,,,,,,,,,,,,2018-07-24,ZOOREC:ZOOR15407040442,,,,,
J,Wang Jichao; Zhang Jie; Yang Jungang,,,,"Zhang, Shiwei/JIY-4344-2023; Yang, Jing/JFK-4046-2023; Li, Huizhen/JPX-2563-2023","Yang, Jing/0009-0004-8274-9863;",,,,,Numerical simulation and preliminary analysis on ocean waves during Typhoon Nesat in South China Sea and adjacent areas,,,,,,,,CHINESE JOURNAL OF OCEANOLOGY AND LIMNOLOGY,,,,32,3,,,665,680,,,,10.1007/s00343-014-3042-5,,,,,,,Article,MAY 2014,2014,"Using the wave model WAVEWATCH III (WW3), we simulated the generation and propagation of typhoon waves in the South China Sea and adjacent areas during the passage of typhoon Nesat (2011). In the domain 100A degrees-145A degrees E and 0A degrees-35A degrees N, the model was forced by the cross-calibrated multi-platform (CCMP) wind fields of September 15 to October 5, 2011. We then validated the simulation results against wave radar data observed from an oil platform and altimeter data from the Jason-2 satellite. The simulated waves were characterized by five points along track using the Spectrum Integration Method (SIM) and the Spectrum Partitioning Method (SPM), by which wind sea and swell components of the 1D and 2D wave spectra are separated. There was reasonable agreement between the model results and observations, although the WW3 wave model may underestimate swell wave height. Significant wave heights are large along the typhoon track and are noticeably greater on the right of the track than on the left. Swells from the east are largely unable to enter the South China Sea because of the obstruction due to the Philippine Islands. During the initial stage and later period of the typhoon, swells at the five points were generated by the propagation of waves that were created by typhoons Haitang and Nalgae. Of the two methods, the 2D SPM method is more accurate than the 1D SIM which overestimates the separation frequency under low winds, but the SIM method is more convenient because it does not require wind speed and wave direction. When the typhoon left the area, the wind sea fractions decreased rapidly. Under similar wind conditions, the points located in the South China Sea are affected less than those points situated in the open sea because of the influence of the complex internal topography of the South China Sea. The results reveal the characteristic wind sea and swell features of the South China Sea and adjacent areas in response to typhoon Nesat, and provide a reference for swell forecasting and offshore structural designs.",,,,,,,,,6,3,0,0,2,0,8,,,0254-4059,1993-5005,,,,,,,,,,"Chinese Acad Sci, Inst Oceanol, Qingdao 266071, Peoples R ChinaUniv Chinese Acad Sci, Beijing 100049, Peoples R ChinaState Ocean Adm, Inst Oceanog 1, Qingdao 266061, Peoples R ChinaChina Univ Petr, Coll Sci, Qingdao 266580, Peoples R China",State Ocean Adm,,,2014-06-04,WOS:000335767800018,,,,,
J,"Gehling, JG; Narbonne, GM; Anderson, MM",,,,"Narbonne, Guy M/I-7518-2012",,,,,,"The first named Ediacaran body fossil, Aspidella terranovica",,,,,,,,PALAEONTOLOGY,,,,43,,,,427,456,,,,10.1111/j.0031-0239.2000.00134.x,,,,,,,Article,JUL 2000,2000,"Aspidella terranovica Billings, 1872 was first described from the late Neoproterozoic Fermeuse Formation (St. John's Group) on the Avalon Peninsula of eastern Newfoundland, approximately 1 km stratigraphically above the famous Ediacaran biota at Mistaken Point, and several kilometres below the base of the Cambrian. Aspidella has been reinterpreted perhaps more than any other Precambrian taxon, and has variously been regarded as a fossil mollusc or 'medusoid', a gas escape structure, a concretion, or a mechanical suction mark. Our studies indicate that Aspidella includes a wide variety of preservational morphs varying from negative hyporeliefs with a raised rim and ridges radiating from a slit (Aspidella-type preservation), to flat discs with a central boss and sharp outer ring (Spriggia preservation), to positive hyporeliefs with concentric ornamentation (Ediacaria preservation). Specimens occur in a continuum of sizes, with preservational styles dependent on the size of the specimen and the grain size of the host lithology; the elongation of specimens is tectonic. Aspidella is confirmed as a body fossil from observations of complex radial and concentric ornamentation, mutually deformed borders in clusters of specimens, and occurrence on the same bedding planes as certain distinctive Ediacaran taxa. Aspidella is indistinguishable from, and has priority over, several of the most common genera of late Neoproterozoic discoidal body fossils worldwide. Similar fossils from Australia are interpreted as holdfasts of frond-like organisms. The density of specimens in the Aspidella beds suggests levels of benthic biomass in the Neoproterozoic that could rival those of modern marine communities. The serial growth forms, Palaeopascichnus, Intrites, Neonereites renarius and Yelovichnus, associated with Aspidella, are interpreted as body fossils of unknown affinities rather than trace fossils. A new, trilobed, Ediacaran body fossil, Triforillonia costellae gen. et sp. nov., is described from the Aspidella beds of the Fermeuse Formation.",,,,,,,,,209,10,4,0,107,0,242,,,0031-0239,,,,,,,,,,,"S Australian Museum, Div Nat Sci, Adelaide, SA 5000, AustraliaQueens Univ, Dept Geol Sci, Kingston, ON K7L 3N6, Canada",S Australian Museum,,,2000-07-01,WOS:000089659600002,,,,,
J,"Bingham, M",,,,,,,,,,The decline of Falkland Islands penguins in the presence of a commercial fishing industry,,,,,,,,REVISTA CHILENA DE HISTORIA NATURAL,,,,75,4,,,805,818,,,,,,,,,,,Article,DEC 2002,2002,"The Falkland Islands are an important breeding site for three species of penguin, gentoo (Pygoscelis papua), southern rockhopper (Eudyptes c. chrysocome) and Magellanic penguin (Spheniscus magellanicus). The total penguin population for the Falkland Islands has declined by 84% during the 1980s and 1990s. These declines did not occur in coastal South America, so potential causes of decline in the Falklands have been investigated. The suspected cause of decline is a reduction of fish and squid due to large-scale commercial fishing around the Falklands. Since 1995 rockhopper and gentoo populations have ceased declining, and appear to have reached a new equilibrium, albeit at a much lower level than before commercial fishing began. This has been matched by improved chick-rearing success and juvenile survival, however Magellanic penguins continue declining in the Falklands. Diet analysis shows that Magellanic penguins have a greater reliance on squid and fish species being taken commercially. In 1998 drilling for oil began around the Falklands, despite warnings that environmental protection was inadequate. Within a month the first of three separate oil spills occurred, killing and contaminating hundreds of penguins. The oil rig completed its drilling operations after five months and left the Falklands. Since then no further oil spills have occurred. Oil exploration is due to recommence in the near future, and environmental safeguards have not been improved. Ecotourism has increased rapidly over recent years in the Falklands, with penguins being the main attraction. Monitoring of the affects of tourism has concentrated on breeding success and population change, and the results indicate no detrimental affects on penguin populations at the current level. This paper investigates potential causes of penguin decline in the Falkland Islands, drawing comparison with populations in Chile which appear to be healthy. It concludes by calling on the Falkland Islands Government to exclude large-scale commercial fishing close to penguin breeding sites.",,,,,,,,,19,0,0,0,20,4,24,,,0716-078X,0717-6317,,,,,,,,,,"Environm Res Unit, Stanley, Falkland Isl, Argentina",Environm Res Unit,,,2002-12-01,WOS:000180127200014,,,,,
J,"Hauser, D; Branger, H; Bouffies-Cloché, S; Despiau, S; Drennan, WM; Dupuis, H; Durand, P; de Madron, XD; Estournel, C; Eymard, L; Flamant, C; Graber, HC; Guérin, C; Kahma, K; Lachaud, G; Lefèvre, JM; Pelon, J; Pettersson, H; Piguet, B; Queffeulou, P; Tailliez, D; Tournadre, J; Weill, A",,,,"DURAND, Pierre/O-3032-2017; BRANGER, Hubert/E-1879-2016; Estournel, Claude/GQA-9851-2022; Estournel, Claude/ABC-6040-2020; Estournel, Claude/GRS-0218-2022; Kahma, Kimmo K/A-3407-2013; Tournadre, Jean/F-8402-2010","BRANGER, Hubert/0000-0002-9888-681X; Estournel, Claude/0000-0003-3593-7138; Estournel, Claude/0000-0003-3593-7138; Estournel, Claude/0000-0003-3593-7138; Pettersson, Heidi/0000-0002-5055-4664; DURRIEU DE MADRON, Xavier/0000-0002-4543-6903; Drennan, William/0000-0003-1708-4311; Piguet, Bruno/0000-0002-8070-7924; Tournadre, Jean/0000-0003-1159-4388",,,,,The FETCH experiment:: An overview -: art. no. 8053,,,,,,,,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,,,,108,C3,,,,,8053,,,10.1029/2001JC001202,,,,,,,Article,FEB 13 2003,2003,"[1] The flux, etat de la mer, et tele'de'tection en conditions de fetch variable'' (FETCH) was aimed at studying the physical processes associated with air-sea exchanges and mesoscale oceanic circulation in a coastal region dominated by frequent strong offshore winds. The experiment took place in March-April 1998 in the northwestern Mediterranean Sea (Gulf of Lion). Observations were collected with the R/V L'Atalante, with an air-sea interaction spar (ASIS) buoy, with waverider buoys, and with research aircraft equipped for in situ and remote sensing measurements. The present paper is an introduction to the following special section, which groups 12 papers (including this one) presenting results on turbulent flux measurements at the ocean surface, on the behavior of the marine atmospheric boundary layer, on the ocean waves characteristics, on the ocean circulation, and on remote sensing of surface parameters. This overview presents the background and objectives of FETCH, the experimental setup and operations, and the dominant atmospheric and oceanic conditions and introduces the different papers of the special section.",,,,,,,,,37,0,0,0,2,0,38,,,2169-9275,2169-9291,,,,,,,,,,"Univ Versailles, CETP, CNRS, Paris, FranceUniv Aix Marseille 1, CNRS, IRPHE, Marseille, FranceUniv Toulon & Var, LEPI, La Valette, FranceUniv Miami, Rosenstiel Sch Marine & Atmospher Sci, Coral Gables, FL 33124 USAUniv Bordeaux 1, DGO, CNRS, F-33405 Talence, FranceCNRS, CNRM, Toulouse, FranceUniv Toulouse 3, CEFREM, CNRS, Perpignan, FranceUniv Toulouse 3, Lab Aerol, CNRS, F-31062 Toulouse, FranceUniv Paris 06, CNRS, Serv Aeron, Paris, FranceFinnish Inst Marine Res, Helsinki, FinlandMarine Forecast Serv, Toulouse, FranceIFREMER, Brest, FranceUniv Nice Sophia Antipolis, LPCM, CNRS, Villefranche Sur Mer, France",Finnish Inst Marine ResMarine Forecast Serv,,,2003-02-13,WOS:000181939300001,,,,,
J,"Alibert, Yann",,,,,"Alibert, Yann/0000-0002-4644-8818",,,,,A Maximum Radius for Habitable Planets,,,,,,,,ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,,,,45,3,,,319,325,,,,10.1007/s11084-015-9440-7,,,,,,,Article,SEP 2015,2015,"We compute the maximum radius a planet can have in order to fulfill two constraints that are likely necessary conditions for habitability: 1- surface temperature and pressure compatible with the existence of liquid water, and 2- no ice layer at the bottom of a putative global ocean, that would prevent the operation of the geologic carbon cycle to operate. We demonstrate that, above a given radius, these two constraints cannot be met: in the Super-Earth mass range (1-12 M-earth), the overall maximum that a planet can have varies between 1.8 and 2.3 R-earth. This radius is reduced when considering planets with higher Fe/Si ratios, and taking into account irradiation effects on the structure of the gas envelope.",,,,,,,,,2,0,0,0,0,0,3,,,0169-6149,1573-0875,,,,,,,,,,"Univ Bern, Inst Phys, Ctr Space & Habitabil, Bern, Switzerland",,,,2015-08-13,WOS:000358366700004,26159097,,,,
J,"MIRONOV, VA; VASILIEV, GS; MATROSOV, VS; FILIPPOVA, TM; ZAMURENKO, VA; MISHCHENKO, VV; MAIRONOVSKY, VG; KASYANENKO, II; MAKSIMOVA, LM",,,,,,,,,,PHYSIOLOGICALLY ACTIVE ALCOHOLS OF HIPPOPHEA FRUITS,,,,,,,,KHIMIKO-FARMATSEVTICHESKII ZHURNAL,,,,17,10,,,1242,1247,,,,,,,,,,,Article,1983,1983,,,,,,,,,,5,0,0,0,0,0,5,,,0023-1134,,,,,,,,,,,"ALL UNION VITAMIN RES INST,MOSCOW,USSR",ALL UNION VITAMIN RES INST,,,1983-01-01,WOS:A1983RP67100020,,,,,
J,"Kotlyakov, V. M.; Macheret, Yu. Ya.",,,,"Yury, Macheret/AAG-7696-2021",,,,,,"Fifty years of geophysical researches of glaciers in Institute of Geography, the Russian Academy of Sciences, 1966-2016",,,,,,,,LED I SNEG-ICE AND SNOW,,,,56,4,,,561,574,,,,10.15356/2076-6734-2016-4-561-574,,,,,,,Article,2016,2016,"In 1967-2015, Institute of Geography of the USSR/Russian Academy of Sciences together with other organizations carried out field expeditions in different areas of mountain and polar glaciations in many regions: the Polar Urals, Caucasus, Pamir, Zailiysky and Jungar Alatau, Tien-Shan, Pamir-Alai, the Kamchatka Peninsula, the Pyrenees, the Arctic - Spitsbergen, Novaya Zemlya, Franz Josef and Severnaya Zemlya, and Antarctica on the ice flow B, and in the sub-Antarctic - Islands King George, Galindez, and Livingston. The gravimetric and ground and aerial radar observations were made in these expeditions. About 300 glaciers of different morphological types and sizes with cold, subpolar and temperate thermal regime were studied.Basic results of these studies are the following: (1) the new data on the ice thicknesses, ice volumes, sub-glacial relief, internal structure, and thermal state of the glaciers were obtained; (2) the two-layered (polythermal) glaciers consisting of the upper layer of cold ice and the lower layer of temperate water-filled ice had been revealed in Svalbard for the first time; spatial distribution of cold, polythermal and temperate glaciers had been determined; (3) the evidences were obtained that measured changes in thickness of the upper cold ice layer in polythermal glaciers can be used to estimate the long-period variations of regional climates and serve as regional paleothermometers; (4) methods for estimating the water content in temperate and polythermal glaciers from the RES data were developed; and its space-time variations in temperate ices of the Svaldbald glaciers were estimated since even small water content inside of them can noticeably change their dynamic behavior; (5) methods for estimating the ice volume within glaciers in large regions of mountain and polar glaciations had been created; the ice storages were estimated in Svalbard, Franz Josef Land, Dzhungrsky Alatau, the Great Caucasus, and Mt. Elbrus; (6) detailed data on the ice thicknesses and the subglacial relief had been obtained for 40 glaciers in framework of different national and international programs and projects; the data can be used to solve a wide range of practical and theoretical problems, including numerical modeling.These studies demonstrated the following: (1) the use of monopulse radars VIRL-6 and VIRL-7 of decameter range (the central frequency is 20 MHz) with digital recording of the radar and GPS data is quite efficient for ground-based and airborne (from helicopters) radio-echo sounding of mountain and polar glaciers with their ice thicknesses up to 500-600 m; (2) it was found that thicknesses of glaciers in the Caucasus and Tien Shan can reach 330-430 m, while in regions of mountain, ice-sheet and transitional glaciation on the Spitsbergen Archipelago -300, 560 and 600 m, respectively, on the ice caps of the Franz-Josef Land and Severnaya Zemlya -450 and 813 m, and on King George and Livingston Islands (Sub-Antarctica) -330 and 500 m; (3) large parts of ice caps and outlet glaciers in Svalbard, Franz Josef Land, Severnaya Zemlya which beds were located below the sea level were found. Precisely these parts can be undergone quick shortening due to climate warming, and, thus, cause formation of icebergs making threats for ships and gas-oil marine platforms in the Barents and Kara seas; (4) data of the measurements made possible to calculate volumes of a number of investigated glaciers and ice caps and to estimate the ice storages in large areas of mountain and polar glaciations (the Jungar Alatau, Great Caucasus, Spitsbergen, Franz Josef Land); (5) decreasing of glacier volumes on the Franz Josef Land and some Spitsbergen glaciers for the last decades had been estimated.Analysis of the data obtained had shown that considerable part of polythermal glaciers in Spitsbergen belong to type of surging glaciers; they have the winter englacial runoff and form the near-glacier icings. It allows considering such glaciers as dynamically unstable, predisposed to surges as well as possible sources of winter water supply and additional sources of paleoinformation about long-period variations of regional climate.",,,,,,,,,2,0,0,0,0,0,2,,,2076-6734,2412-3765,,,,,,,,,,"Russian Acad Sci, Inst Geog, Moscow, Russia",,,,2017-09-07,WOS:000408236300012,,,,,
J,"Malek, Tabassom",,,,,,,,,,Structural and hydrodynamic analysis of a gas-filled membrane structure submerged in water,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissertation/Thesis,Jan 01 1984,1984,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,"Middlesex University (United Kingdom), School of Civil Engineering, England",Middlesex University (United Kingdom),,,,PQDT:67703810,,,,,
J,"Soloviev, Alexander V.; Haus, Brian. K.; McGauley, Michael G.; Dean, Cayla W.; Ortiz-Suslow, David G.; Laxague, Nathan J. M.; Ozgokmen, Tamay M.",,,,,"Ortiz-Suslow, David G./0000-0002-7424-1603; Laxague, Nathan/0000-0002-0373-9236",,,,,Surface dynamics of crude and weathered oil in the presence of dispersants: Laboratory experiment and numerical simulation,,,,,,,,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,,,,121,5,,,3502,3516,,,,10.1002/2015JC011533,,,,,,,Article,MAY 2016,2016,"Marine oil spills can have dire consequences for the environment. Research on their dynamics is important for the well-being of coastal communities and their economies. Propagation of oil spills is a very complex physical-chemical process. As seen during the Deepwater Horizon event in the Gulf of Mexico during 2010, one of the critical problems remaining for prediction of oil transport and dispersion in the marine environment is the small-scale structure and dynamics of surface oil spills. The laboratory experiments conducted in this work were focused on understanding the differences between the dynamics of crude and weathered oil spills and the effect of dispersants. After deposition on the still water surface, a drop of crude oil quickly spread into a thin slick; while at the same time, a drop of machine (proxy for weathered) oil did not show significant evolution. Subsequent application of dispersant to the crude oil slick resulted in a quick contraction or fragmentation of the slick into narrow wedges and tiny drops. Notably, the slick of machine oil did not show significant change in size or topology after spraying dispersant. An advanced multi-phase, volume of fluid computational fluid dynamics model, incorporating capillary forces, was able to explain some of the features observed in the laboratory experiment. As a result of the laboratory and modeling experiments, the new interpretation of the effect of dispersant on the oil dispersion process including capillary effects has been proposed, which is expected to lead to improved oil spill models and response strategies.",,,,,,,,,10,0,0,0,5,0,11,,,2169-9275,2169-9291,,,,,,,,,,"Nova Southeastern Univ, Halmos Coll Nat Sci & Oceanog, Dania, FL USAUniv Miami, Rosenstiel Sch Marine & Atmospher Sci, 4600 Rickenbacker Causeway, Miami, FL 33149 USA",,,,2016-10-12,WOS:000383466500041,,,,,
J,"Moncrief, Trevor; Brown-Peterson, Nancy J.; Peterson, Mark S.",,,,"Peterson, Mark Stephen/ADP-7983-2022; Peterson, Mark/HTP-1480-2023","Peterson, Mark/0000-0002-2853-8182",,,,,"Age, Growth, and Reproduction of Vermilion Snapper in the North-Central Gulf of Mexico",,,,,,,,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,,,,147,5,,,996,1010,,,,10.1002/tafs.10100,,,,,,,Article,SEP 2018,2018,"Vermilion Snapper Rhomboplites aurorubens is a commonly harvested species of reef fish in the northern Gulf of Mexico (GOM) and supports large commercial and recreational fisheries. Vermilion Snapper (139-535mm TL) were collected from May 2015 through October 2016 from artificial and natural reefs in the north-central GOM. Ages ranged from 0.8 to 13years, and there was no significant difference in growth between males and females. Nonlinear curve fitting was used to estimate growth parameters and Akaike information criterion (AIC) was used to determine relative model fit. The two-parameter von Bertalanffy growth function provided the best model fit and lowest AIC score. Histological examination indicated that Vermilion Snapper are batch spawners with asynchronous oocyte development. Additionally, 17% of female Vermilion Snapper in the actively spawning subphase had 24-h postovulatory follicles (POF) suggesting daily spawning is occurring. No immature fish of either sex were collected during this study. Both histologically determined phases and gonadosomatic index patterns defined a spawning season occurring from April through September. The spawning interval for Vermilion Snapper, 1.3 and 2.1d, was estimated using the hydrated oocyte and POF methods, respectively. Batch fecundity estimates from 5,497 to 284,468 eggs per batch were determined using fish macroscopically classified as actively spawning (n=25), and total annual fecundity was estimated to range from 450,754 to 32,549,776 eggs per spawning season. Mean relative batch fecundity was 70.7eggs/g of gonad-free body weight. Estimates from this study can be directly incorporated into population assessments and provide a region-specific overview of the life history for the Vermilion Snapper from the north-central GOM.",,,,,,,,,4,0,0,0,3,0,5,,,0002-8487,1548-8659,,,,,,,,,,"Univ Southern Mississippi, Dept Coastal Sci, 703 East Beach Dr, Ocean Springs, MS 39564 USAUniv Southern Mississippi, Sch Ocean Sci & Engn, Ctr Fisheries Res & Dev, 703 East Beach Dr, Ocean Springs, MS 39564 USAMississippi Dept Marine Resources, 1141 Bayview Ave, Biloxi, MS 39530 USA",Mississippi Dept Marine Resources,,,2018-10-01,WOS:000444682900016,,,,,
