Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,,,,
J,유재원; 홍현표; 황재연; 이민수; 이용우; 이채성; 황선도,,,,,,,,,,A Study on the Ecological Indices for the Assessment of the Function and Maturity of Artificial Reefs,,,인공어초의 기능도와 성숙도 평가를 위한 생태학적 지수에 대한 연구,,,,,JOURNAL OF THE KOREAN SOCIETY OF OCEANOGRAPHY,바다,,,19,1,,,8,34,,,,,,,,,,,research-article,2014,2014,"We reviewed foreign evaluation systems based on the macrobenthic and macroalgal communities and developeda system, composed of a set of ecological indices able to evaluate the functionality (FI, Functional Index;estimation of stability and productivity) and maturity (MI, Maturity Index; comparisons with biological parametersof natural reefs) of artificial reefs by comparing the status in the adjacent natural reefs in Korean coastalwaters. The evaluation system was applied to natural and artificial reefs/reef-planned areas (natural reefs), establishedin the 5 marine ranching areas (Bangnyeong-Daechung, Yeonpyung, Taean, Seocheon and Buan) in thewest coast of Korea. The FI ranged between 31.6 (Bangnyeong-Daechung) and 72.5% (Buan) and MI didbetween 53.1 (Seocheon) and 76.9% (Taean) in average. The evaluation of artificial reefs by the two indices,showed the most appropriate status in Taean. The FI between the adjacent artificial and natural reefs were in significantlinear relationship (r2=0.83, p=0.01). This indicated the local status of biological community may be critical in determining the functionality of the artificial reefs. We have suggested an integrative but preliminaryevaluation system of artificial reefs in this study. The output from the evaluation system may be utilized as a toolfor environment/resource managers or policy makers, responsible for effective use of funds and decision making.Given the importance, we need to use the options to enhance and improve the accuracy as follows: (1) continuousvalidation of the evaluation system and rescaling the criteria of indicators, (2) vigorous utilization of observationand experience through the application and data accumulation and (3) development and testing of brandnewindicators.",,,,"국외의 대형 무척추동물과 해조류 군집을 대상으로 해역의 생태학적 상태를 평가하는 모델을 이용하여 인공어초와인접한 자연초의 상태를 비교함으로써 우리나라 연안역에 설치된 인공어초의 기능도(FI, Functional Index; 군집구조의 안정성과 생산성의 추정)와 성숙도(MI, Maturity Index; 자연초 생물학적 패러미터와의 비교)를 평가할 수 있는, 복수의 생태학적 지수(ecological index)로 구성된 시스템을 개발하였다. 이 생태평가 모델을 서해안 연안바다목장 5개 지역(백령-대청, 연평, 태안, 서천 그리고 부안)의 자연초와 인공어초 또는 어초시설예정지(자연초)에 적용한결과, 기능도(FI)는 지역별로 평균 31.6%(백령-대청)부터 72.5%(부안), 성숙도(MI)는 53.1%(서천)부터 76.9%(태안)의 범위를 나타내었다. 인공어초의 기능도와 성숙도는 태안에서 가장 양호하였으며, 인접한 인공어초와 자연초 간의 FI는유의한 선형 관계를 갖는 것으로 나타났다(r2=0.83, p=0.01). 이 같은 결과는 그 해역의 생물 군집의 상태가 어초의기능도를 결정하는 데에 중요한 요인으로 작용할 수 있음을 의미한다. 생태학적 상태에 대한 평가 결과는 효율적인재원의 활용과 의사 결정에 책임이 있는 환경 및 자원 관리자에게 중요한 정보로 활용될 수 있을 것이다. 평가 결과의 정확도를 개선하고 강화하기 위해 다음과 같은 세 가지가 필요하다: (1)평가 결과의 타당성 검증과 이에 기초한 지시자 기준의 보정(rescaling)을 지속하고, (2) 시스템의 적용 및 자료의 축적을 통해 획득된 관찰과 경험을 적극적으로 활용하며, (3) 새로운 지수들을 지속적으로 개발, 검증하고 추가해 나가는 노력이 요구된다.",,,,,1,0,0,0,1,0,1,,,1226-2978,,,,,,,,,,,,,,,2015-11-26,KJD:ART001854897,,,,,
J,"Ozgul, Aytac",,,,,,,,,,Use of the acoustic positioning system in artificial reef sites.,,,,Akustik konumlandirma sistemlerinin yapay resif alanlarinda kullanimi.,,,,Su Urunleri Dergisi,,,,33,4,,,405,411,,,,,,,,,,,Article,2016,2016,"Acoustic telemetry technology has been used for monitoring fish in artificial reefs since twenty years. In this study, acoustic positioning system design was developed for telemetry studies in artificial reefs. The performance and effective detection distance of acoustic positioning system were also determined. In this research was carried out between July and September of 2013 in Edremit Bay artificial reefs area, Vemco of acoustic positioning system (VPS; Vemco Positioning System) was used. 6 acoustic receivers (VR2W), 5 synchronization transmitters (Synctag; V13-1L) and 1 control transmitter (Reftag; V13T-1L) were deployed as a pentagonal design. While 89.9% of the signals were captured by at least one receiver, 62.1% of the signals were determined by at least one receiver in a range of 600 m. This study as being the first for Turkey is expected to contribute scientific literature for artificial reef studies.",,,,,,,,,1,0,0,0,0,0,1,,,1300-1590; 2148-3140,,,,,,,,,,,"Ege Univ, Su Urunleri Fak, Izmir, TR-35100, Turkey",,,,2017-08-31,ZOOREC:ZOOR15309055145,,,,,
J,"Shahbudin, S.; Hafiz, Z. Hafifi; John, B. Akbar; Kamaruzzaman, B.Y.; Jalal, K.C.A.",,,,,,,,,,"Distribution and diversity of corals on artificial reefs at Pasir Akar and Teluk Kalong, Redang Island, Malaysia.",,,,,,,,Journal of Applied Sciences,,,,11,2,,,379,383,,,,,,,,,,,Article,2011,2011,"Present study was conducted to determine the propagation and biodiversity of corals on artificial reefs at Teluk Kalong and Pasir Akar, Malaysia to check the feasibility of artificial reef to rehabilitate natural reef ecosystems and to provide artificial habitat for marine organisms. Two types of artificial reef deployed in these areas were Dome Reef and EnviroReef which were developed by the Dorken Company. Based on the results obtained, coral distribution was higher at Pasir Akar compared to Teluk Kalong. The Shannon diversity index (H') and evenness index (EH') of coral at Teluk Kalong were 0.6425 and 0.1766, respectively while the Shannon diversity index (H') and Pielou evenness index (EH') of coral at Pasir Akar were 1.7410 and 0.3247, respectively. Overall, 2 species were found and identified at Teluk Kalong and 10 species were at Pasir Akar with Seriatopora hystrix as the dominant species at both the stations. Coral distribution was higher on Dome Reef compared to EnviroReef. The diversity index (H') and Pielou evenness index (EH') of EnviroReef were 0.5359 and 0.1284 respectively while it was 2.2192 and 0.4274, respectively in Dome Reef. A total of 3 and 9 species were found and identified from the EnviroReef and Dome Reef, respectively with Seriatopora hystrix being the dominant in both the reef structures. We conclude that both artificial reefs structures were suitable as habitat for coral propagation.",,,,,,,,,0,0,0,0,0,0,0,,,1812-5654; 1812-5662,,,,,,,,,,,"Institute of Oceanography and Maritime Studies, Kulliyyah of Science, International Islamic University Malaysia, Jalan Istana, Bandar Indera Mahkota, 25200 Kuantan, Pahang, Malaysia",,,,2011-01-01,ZOOREC:ZOOR14708061065,,,,,
J,"Ruzzo, Carlo; Failla, Giuseppe; Collu, Maurizio; Nava, Vincenzo; Fiamma, Vincenzo; Arena, Felice",,,,"Collu, Maurizio/R-5529-2016; Ruzzo, Carlo/K-9883-2019; Nava, Vincenzo/C-2997-2014","Ruzzo, Carlo/0000-0002-2780-8240; FAILLA, Giuseppe/0000-0003-4244-231X; Collu, Maurizio/0000-0001-7692-4988; Nava, Vincenzo/0000-0002-3207-3517; Arena, Felice/0000-0002-0517-1859",,,,,Operational Modal Analysis of a Spar-Type Floating Platform Using Frequency Domain Decomposition Method,,,,,,,,ENERGIES,,,,9,11,,,,,870,,,10.3390/en9110870,,,,,,,Article,NOV 2016,2016,"System identification of offshore floating platforms is usually performed by testing small-scale models in wave tanks, where controlled conditions, such as still water for free decay tests, regular and irregular wave loading can be represented. However, this approach may result in constraints on model dimensions, testing time, and costs of the experimental activity. For such reasons, intermediate-scale field modelling of offshore floating structures may become an interesting as well as cost-effective alternative in a near future. Clearly, since the open sea is not a controlled environment, traditional system identification may become challenging and less precise. In this paper, a new approach based on Frequency Domain Decomposition (FDD) method for Operational Modal Analysis is proposed and validated against numerical simulations in ANSYS AQWA v.16.0 on a simple spar-type structure. The results obtained match well with numerical predictions, showing that this new approach, opportunely coupled with more traditional wave tanks techniques, proves to be very promising to perform field-site identification of the model structures.",,,,,,,,,16,0,0,0,0,0,16,,,,1996-1073,,,,,,,,,,"Mediterranea Univ Reggio Calabria, NOEL, I-89122 Reggio Di Calabria, ItalyMediterranea Univ Reggio Calabria, DICEAM Dept, I-89122 Reggio Di Calabria, ItalyCranfield Univ, Energy & Power Dept, Cranfield MK43 0AL, Beds, EnglandTecnalia Res & Innovat, Div Energy & Environm, Bilbao 48160, Spain",Tecnalia Res & Innovat,,,2016-12-21,WOS:000388580000012,,,,,
J,"Fernandez-Jover, D.; Toledo-Guedes, K.; Valero-Rodriguez, J. M.; Fernandez-Gonzalez, V.; Sanchez-Jerez, P.",,,,"Toledo-Guedes, Kilian/N-7802-2015; Fernandez-Gonzalez, Victoria/T-9399-2019; Sanchez-Jerez, Pablo/L-4750-2014","Toledo-Guedes, Kilian/0000-0002-6819-1902; Fernandez-Gonzalez, Victoria/0000-0002-5742-9831; Fernandez-Jover, Damian/0000-0002-2553-6472; Valero-Rodriguez, Juan M./0000-0002-1603-7516; Sanchez-Jerez, Pablo/0000-0003-4047-238X",,,,,Potential retention effect at fish farms boosts zooplankton abundance,,,,,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,,181,,,,144,152,,,,10.1016/j.ecss.2016.08.015,,,,,,,Article,NOV 5 2016,2016,"Coastal aquaculture activities influence wild macrofauna in natural environments due to the introduction of artificial structures, such as floating cages, that provide structural complexity in the pelagic system. This alters the abundance and distribution of the affected species and also their feeding behaviour and diet. Despite this, the effects of coastal aquaculture on zooplankton assemblages and the potential changes in their abundance and distribution remain largely unstudied. Traditional plankton sampling hauls between the farm mooring systems entail some practical difficulties. As an alternative, light traps were deployed at 2 farms in the SW Mediterranean during a whole warm season. Total zooplankton capture by traps at farms was higher than at control locations on every sampling night. It ranged from 3 to 10 times higher for the taxonomic groups: bivalvia, cladocera, cumacea, fish early-life-stages, gastropoda, polychaeta and tanaidacea; 10-20 times higher for amphipoda, chaetognatha, isopoda, mysidacea and ostracoda, and 22 times higher for copepoda and the crustacean juvenile stages zoea and megalopa. Permutational analysis showed significant differences for the most abundant zooplankton groups (copepoda, crustacean larvae, chaetognatha, cladocera, mysidacea and polychaeta). This marked incremental increase in zooplankton taxa at farms was consistent, irrespective of the changing environmental variables registered every night. Reasons for the greater abundance of zooplankton at farms are discussed, although results suggest a retention effect caused by cage structures rather than active attraction through physical or chemical cues. (C) 2016 Elsevier Ltd. All rights reserved.",,,,,,,,,11,0,0,0,10,0,11,,,0272-7714,1096-0015,,,,,,,,,,"Univ Alicante, Dept Marine Sci & Appl Biol, POB 03690, Alicante, Spain",,,,2016-11-05,WOS:000386406500014,,,,,
B,"Miller, Margaret W.; Falace, Annalisa","Seaman, William, Jr",,,,,,,,,"Evaluation methods for trophic resource factors - nutrients, primary production, and associated assemblages.",,,,,,,,Artificial reef evaluation: with application to natural marine habitats.,,,,,,,,95,126,,,,,,,,,,,Book chapter,2000,2000,,,,,,,,,,3,0,0,0,2,0,3,,,,,0-8493-9061-3,,,,,,,,,"University of Miami and National Marine Fisheries Service, Miami, Florida 33149, USA",,,,2000-01-01,ZOOREC:ZOOR13800013160,,,,,
J,"Rebke, Maren; Dierschke, Volker; Weiner, Christiane N.; Aumueller, Ralf; Huill, Katrin; Hill, Reinhold",,,,,,,,,,"Attraction of nocturnally migrating birds to artificial light: The influence of colour, intensity and blinking mode under different cloud cover conditions",,,,,,,,BIOLOGICAL CONSERVATION,,,,233,,,,220,227,,,,10.1016/j.biocon.2019.02.029,,,,,,,Article,MAY 2019,2019,"A growing number of offshore wind farms have led to a tremendous increase in artificial lighting in the marine environment. This study disentangles the connection of light characteristics, which potentially influence the reaction of nocturnally migrating passerines to artificial illumination under different cloud cover conditions. In a spotlight experiment on a North Sea island, birds were exposed to combinations of light colour (red, yellow, green, blue, white), intensity (half, full) and blinking mode (intermittent, continuous) while measuring their number close to the light source with thermal imaging cameras.We found that no light variant was constantly avoided by nocturnally migrating passerines crossing the sea. The number of birds did neither differ between observation periods with blinking light of different colours nor compared to darkness. While intensity did not influence the number attracted, birds were drawn more towards continuous than towards blinking illumination, when stars were not visible. Red continuous light was the only exception that did not differ from the blinking counterpart. Continuous green, blue and white light attracted significantly more birds than continuous red light in overcast situations.Our results suggest that light sources offshore should be restricted to a minimum, but if lighting is needed, blinking light is to be preferred over continuous light, and if continuous light is required, red light should be applied.",,,,,,,,,24,1,0,0,19,0,28,,,0006-3207,1873-2917,,,,,,,,,,"Avitec Res GbR, Sachsenring 11, D-27711 Osterholz Scharmbeck, GermanyGavia EcoRes, Tonnhauser Dorfstr 20, D-21423 Winsen, Luhe, Germany",Avitec Res GbRGavia EcoRes,,,2019-05-01,WOS:000467513500023,,,,,
J,"Schlacher, Thomas A.; Hutton, Briony M.; Gilby, Ben L.; Porch, Nicholaus; Maguire, Grainne S.; Maslo, Brooke; Connolly, Rod M.; Olds, Andrew D.; Weston, Michael A.",,,,"Weston, Michael/IVH-3564-2023; Schlacher, Thomas/J-4614-2016; Connolly, Rod/C-4094-2008","Weston, Michael/0000-0002-8717-0410; Porch, Nick/0000-0001-7179-3843; Schlacher, Thomas/0000-0003-2184-9217; Connolly, Rod/0000-0001-6223-1291; Olds, Andrew/0000-0002-8027-3599",,,,,Algal subsidies enhance invertebrate prey for threatened shorebirds: A novel conservation tool on ocean beaches?,,,,,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,,191,,,,28,38,,,,10.1016/j.ecss.2017.04.004,,,,,,,Article,MAY 15 2017,2017,"Birds breeding on ocean beaches are threatened globally, often requiring significant investments in species conservation and habitat management. Conservation actions typically encompass spatial and temporal threat reductions and protection of eggs and broods. Still, populations decline or recover only slowly, calling for fresh approaches in beach-bird conservation.Because energetic demands are critically high during the nesting and chick rearing phases, and chick survival is particularly low, supplementing prey to breeding birds and their offspring is theoretically attractive as a means to complement more traditional conservation measures.Prey for plovers and similar species on ocean beaches consists of invertebrates (e.g. small crustaceans, insects) many of which feed on stranded masses of plant material (e.g. kelp and seagrass) and use this 'wrack' as habitat. We added wrack to the upper beach where plovers nest and their chicks forage to test whether algal subsidies promote the abundance and diversity of their invertebrate prey.Adding wrack to the upper beach significantly increased the abundance and diversity of invertebrate prey items. At wrack subsidies greater than 50% of surface cover invertebrate assemblages became highly distinct compared with those that received smaller additions of wrack. Substantial (2-4 fold) increases in the abundance amphipods and isopods that are principal prey items for plovers drove these shifts.This proof-of-concept study demonstrates the feasibility of food provisioning for birds on ocean shores. Whilst novel, it is practicable, inexpensive and does not introduce further restrictions or man-made structures. Thus, it can meaningfully add to the broader arsenal of conservation tools for threatened species that are wholly reliant on sandy beaches as breeding and foraging habitats. (C) 2017 Elsevier Ltd. All rights reserved.",,,,,,,,,30,0,0,0,28,0,33,,,0272-7714,1096-0015,,,,,,,,,,"Univ Sunshine Coast, Sch Sci & Engn, Q-4558 Maroochydore, AustraliaDeakin Univ, Sch Life & Environm Sci, Burwood, AustraliaDeakin Univ, Sch Life & Environm Sci, Geelong, Vic, AustraliaDeakin Univ, Ctr Integrat Ecol, Burwood, AustraliaDeakin Univ, Ctr Integrat Ecol, Geelong, Vic, AustraliaBirdLife Australia, Suite 2-05,Green Bldg,60 Leicester St, Carlton, Vic 3053, AustraliaRutgers State Univ, Dept Ecol Evolut & Nat Resources, New Brunswick, NJ USAGriffith Univ, Sch Environm, Australian Rivers Inst Coast & Estuaries, Gold Coast Campus, Nathan, Qld, Australia",BirdLife Australia,,,2017-05-15,WOS:000402494100004,,,,,
J,"Buffagni, Andrea; Tenchini, Roberta; Cazzola, Marcello; Erba, Stefania; Balestrini, Raffaella; Belfiore, Carlo; Pagnotta, Romano",,,,"Buffagni, Andrea/AAW-1334-2020; Balestrini, Raffaella/AAW-1961-2020","ERBA, STEFANIA/0000-0002-2371-0369; BELFIORE, Carlo/0000-0002-0061-8658; buffagni, andrea stefano/0000-0002-3944-1861",,,,,"Detecting the impact of bank and channel modification on invertebrate communities in Mediterranean temporary streams (Sardinia, SW Italy)",,,,,,,,SCIENCE OF THE TOTAL ENVIRONMENT,,,,565,,,,1138,1150,,,,10.1016/j.scitotenv.2016.05.154,,,,,,,Article,SEP 15 2016,2016,"We hypothesized that reach-scale, bank and channel modification would impact benthic communities in temporary rivers of Sardinia, when pollution and water abstraction are not relevant. A range of variables were considered, which include both artificial structures/alterations and natural features observed in a stream reach. Multivariate regression trees (MRT) were used to assess the effects of the explanatory variables on invertebrate assemblages and five groups, characterized by different habitat modification and/or features, were recognized. Four node variables determined the splits in the MRT analysis: channel reinforcement, tree-related bank and channel habitats, channel modification and bank modification. Continuity of trees in the river corridor diverged among MRT groups and significant differences among groups include presence of alders, extent of channel shading and substrate diversity. Also, the percentage of in-stream organic substrates, in particular CPOM/Xylal, showed highly significant differences among groups. For practical applications, thresholds for the extent of channel reinforcement (40%) and modification (10%) and for bank alteration (approximate to 30%) were provided, that can be used to guide the implementation of restoration measures. In moderately altered river reaches, a significant extent of tree-related habitats (approximate to 5%) can noticeably mitigate the effects of morphological alteration on aquatic invertebrates. The outcomes highlight the importance of riparian zone management as an opportune, achievable prospect in the restoration of Mediterranean temporary streams. The impact of bank and channel modification on ecological status (sensu WFD) was investigated and the tested benthic metrics, especially those based on abundance data, showed legible differences among MRT groups. Finally, bank and channel modification appears to be a potential threat for the conservation of a few Sardo-Corsican endemic species. The introduction of management criteria that openly use information on endemic species seems crucial to reduce the risk of improving overall ecological status while depleting biodiversity. (C) 2016 Elsevier B.V. All rights reserved.",,,,,,,,,12,0,0,0,8,0,13,,,0048-9697,1879-1026,,,,,,,,,,"CNR IRSA, Water Res Inst, Via Mulino 19, I-20861 Brugherio, MB, ItalyUniv Tuscia, Dipartimento Sci Ecol & Biol, Viale Univ Snc, I-01100 Viterbo, Italy",,,,2016-07-13,WOS:000378206300117,27241202,,,,
J,"Alexander, Karen A.; Potts, Tavis; Wilding, Thomas A.",,,,"Alexander, Karen/O-7042-2017; Wilding, Tom/AAN-8904-2020","Alexander, Karen/0000-0001-8801-413X; Wilding, Thomas/0000-0002-4946-4020; Potts, Tavis/0000-0001-7652-8854",,,,,"Marine renewable energy and Scottish west coast fishers: Exploring impacts, opportunities and potential mitigation",,,,,,,,OCEAN & COASTAL MANAGEMENT,,,,75,,,,1,10,,,,10.1016/j.ocecoaman.2013.01.005,,,,,,,Article,APR 2013,2013,"There is currently a strong political drive for the development of the marine renewable energy industry in Europe, particularly in Scotland. However, little is known regarding the potential impacts upon and opportunities for the fishing industry. Furthermore, there has been little discussion of potential mitigation measures. In depth interviews were conducted with fishers based on the west coast of Scotland to address the gap in knowledge of the potential conflict between offshore renewable energy development and commercial fishers. The key aim of this study was to ascertain the underlying needs of fishers. Three key issues were identified: i) A potential loss of livelihood is of largest concern to fishers; ii) Skills shortages are a potential problem should a loss of livelihood occur; iii) Fishers have varied opinions regarding the potential benefits arising from offshore renewable energy induced changes to the ecosystem. The key needs of fishers were determined to be continued security of employment and income, and control of one's own life through decision-making based on fact. However, further research is required to answer the question: how can these basic needs be satisfied? (C) 2013 Elsevier Ltd. All rights reserved.",,,,,,,,,32,0,0,0,11,0,35,,,0964-5691,1873-524X,,,,,,,,,,"Scottish Assoc Marine Sci, Oban PA37 1QA, Argyll, Scotland",,,,2013-05-15,WOS:000317377600001,,,,,
J,"Kato, Meiko; Suda, Yusuke; Nanjo, Kusuto",,,,,,,,,,"Larval and Juvenile Fish Communities and Morphodynamic Habitat Conditions in an Open Sandy Shore at Fukiagehama, Southern Kyushu Island, Japan",,,,,,,,Journal of National Fisheries University,,,,65,3,,,121,130,,,,,,,,,,,Article,MAR 2017,2017,"The community structures of larval and juvenile surf zone fishes collected from three research sites with different morphodynamic beach types (Kaminokawa: reflective type, Kyoden: intermediate type, Beach park: dissipative type) were investigated at Fukiagehama Beach, Kagoshima Prefecture, southern Kyushu Island from May 2013 to July 2014. Fishes were collected by small experimental beach seine made of 1x1 mm-meshed knotless net (5.5 m width, 1.5 m deep, 3 m-long fish bag) in the surf zone. Environmental conditions such as beach profile, water quality, sand particle size and surf zone water movement were observed concurrently with fish sampling. A total of 1,343 individuals from 28 families and more than 38 species were captured. Slightly larger number of species and abundance were observed at intermediate and dissipative sites compared with reflective site. Bottom fishes such as Matsubaraea fusiformis, Paralichthys olivaceus and Tarphops oligolepis dominated intermediate and dissipative sites with smaller wave actions, whereas the reef fishes such as Pempheris schwenkii and Girella sp. dominated reflective site with harsh sea water movement. The results of the study suggests the geomorphological diversities due to morphodynamics affects the surf zone fish communities. Much consideration should be paid to geomorphological habitat diversities at coastal protection and conservation projects as construction of artificial structures and beach nourishment.",,,,,,,,,0,0,0,0,0,0,0,,,0370-9361,,,,,,,,,,,"ECONIXE Co Ltd, Sapporo, Hokkaido, Japan",,,,2017-11-03,BCI:BCI201700763909,,,,,
J,,,,,,,,,Ronaldo Adriano Christofoletti; Aline Sbizera Martinez,,Effects of urbanization on the ecological functioning of kelps,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awarded Grant,Aug 01 2018,2018,"Cities are expanding worldwide as human population is increasing exponentially. Urbanization is spreading uneven on land with a rapid occupation of the coast line, which currently poses a major threat to marine biodiversity and ecosystem functioning. The main problems associated with urban sprawl in the marine environment are the increased pollution and the replacement of natural shores by artificial structures. Physical changes have been associated with global declines in species richness and biological invasions, and alterations in ecological processes. However, there is still little information on the effects of urbanization on the many ecological functions that benthic assemblages exert in marine ecosystems. For instance, macroalgal assemblages, such as kelps, are posited to play an important role in carbon cycling in benthic systems, although this has not been fully investigated. Thus, the main objective of this Research Internship Abroad Scholarship is to assess how urbanization affects the role of kelps on costal systems regarding their contribution to 'blue carbon', productivity and connectivity among habitats. This will be done in collaboration with the Applied Marine and Estuarine Ecology (AMEE) Lab at the University of New South Wales, which has been leading worldwide research on human impacts on marine ecosystems. (AU)",,,,,,,,,0,0,0,0,0,0,0,,,,,,17/26269-7,,,,,,,,"Instituto de Saúde e Sociedade (ISS). Universidade Federal de São Paulo (UNIFESP). Campus Baixada Santista. Santos , SP, BrazilInstituto de Saúde e Sociedade (ISS). Universidade Federal de São Paulo (UNIFESP). Campus Baixada Santista. Santos , SP, Brazil","Instituto de Saúde e Sociedade (ISS). Universidade Federal de São Paulo (UNIFESP). Campus Baixada Santista. Santos , SP, BrazilInstituto de Saúde e Sociedade (ISS). Universidade Federal de São Paulo (UNIFESP). Campus Baixada Santista. Santos , SP, Brazil",,,2023-12-08,GRANTS:16357028,,,,,
C,"Farid, Farzad; Lubbad, Raed; Eik, Kenneth",,,ASME,,,,,,,A HYBRID BAYESIAN BELIEF NETWORK MODEL FOR RISK MODELING OF ARCTIC MARINE OPERATIONS,,,,,,,,"33RD INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING, 2014, VOL 10: POLAR AND ARCTIC SCIENCE AND TECHNOLOGY",,,,,,,,,,UNSP V010T07A035,,,,,,,,,,Proceedings Paper,2014,2014,"Optimizing the design of offshore structures to withstand ice loads is a challenging task and various efforts are under way to develop robust concepts with acceptable structural safety. To ameliorate the deficiencies of structural design, as well as to reduce the costs of such Arctic offshore field developments, ice management operations may be considered to reduce the ice severity. Ice management in sea ice will typically involve use of 1 to 4 icebreakers depending on the operating environment. The ice management fleet is aimed at protecting the offshore installation by breaking the incoming ice into smaller pieces and by reducing the confinement in the ice cover. Failure of such a marine operation in the demanding Arctic environment can threaten the integrity of the offshore platforms or drilling units, e.g. by increasing the chances of failure of mooring lines in the occurrence of extreme events. Therefore, understanding the causes of such potential failure, as well as the factors influencing it is of crucial importance in order to plan for and mitigate the risks. Factors with an influence on the risk are called risk influencing factors (RIFs) and can be technical, organizational and human. RIFs are identified and structured in this study in a way that they affect the basic events of a conventional fault tree analysis and consequently the total risk. In this study, the RIF's are treated as uncertain variables. The established model is called a hybrid model because it is a merger of a Bayesian belief network (BBN) for the RIP structure and a conventional fault tree model. The Bayesian framework provides the opportunity for updating of the model constituents as more evidence becomes available over time. Case studies are defined to illustrate the methodology. Results show how the improvement in the status of the RIFs (better practices) can improve the reliability of the mooring lines of a floating unit and how the precision in data and other model parameters affect the results. At the end, an investment priority measure is proposed that can help in determining where among the various influencing factors the available limited resources should be spent in a way that it results in maximum gain in ultimate reliability.",,,,,"33rd ASME International Conference on Ocean, Offshore and Arctic Engineering33rd ASME International Conference on Ocean, Offshore and Arctic Engineering","JUN 08-13, 2014JUN 08-13, 2014","ASME, Ocean, Offshore & Arct Engn DivASME, Ocean, Offshore & Arct Engn Div","San Francisco, CASan Francisco, CA",0,0,0,0,0,0,0,,,,,978-0-7918-4556-1,,,,,,,,,"Norwegian Univ Sci & Technol, SAMCoT, Ctr Res Based Innovat, N-7034 Trondheim, NorwayStatoil Technol Excellence Arctic Technol, Fornebu, Norway",,,,2015-11-18,WOS:000363499200035,,,,,
J,"Ronalds, Beverley F.; Trench, David J.; Pinna, Rodney",,,,,,,,,,"On the relationship between platform topology, topside weight and structural reliability under storm overload",,,,,,,,JOURNAL OF CONSTRUCTIONAL STEEL RESEARCH,,,,63,8,,,1016,1023,,,,10.1016/j.jcsr.2006.11.006,,,,,,,Article,AUG 2007,2007,"The relationship between platform configuration and structural reliability is investigated by comparing the collapse behaviour of simple jacket, jack-up and monopod topologies under storm loading in moderately shallow North West Shelf (NWS) waters. Two different pushover analysis methods are used to find the ultimate strength, which give quite different reserve strength ratio (RSR) results for certain structures. The effect on the structural reliability of varying topside weight is also assessed. It is found that the reliability trends are strongly dependent on structural topology - an effect that is not included in current Codes of practice. It is also shown that a single set of partial load factors for dead and environmental loads cannot achieve uniform reliability across different platform configurations in the same environment. Furthermore, in some cases, a working stress design format gives more consistent reliability results than the load and resistance design factor approach. Crown Copyright (c) 2006 Published by Elsevier Ltd. All rights reserved.",,,,,,,,,8,0,0,0,0,0,8,,,0143-974X,,,,,,,,,,,"CSIRO Petroleum, Perth, WA, AustraliaUniv Western Australia, Sch Oil & Gas Engn, Nedlands, WA 6009, Australia",,,,2007-08-01,WOS:000247520500002,,,,,
